scenario,hour,pv,wind,demand
1,1,0.0,0.2906107968560968,0.13941879854839861
1,2,0.0,0.43327289891825854,0.1400790934451177
1,3,0.0,0.4579195370829383,0.106905297981788
1,4,0.0,0.4160288078520769,0.09731473525158854
1,5,0.0,0.45401272165917184,0.10939562501798585
1,6,0.004928277499495966,0.46717269467869704,0.10980202920665694
1,7,0.25842894921708265,0.27223401850083595,0.12744754225963847
1,8,0.43482450401497696,0.4419462401418577,0.1265878625675231
1,9,0.6643966755778017,0.5279522764084478,0.21882953082788298
1,10,0.8865611866426687,0.5116948819459226,0.2637848506145951
1,11,0.8965543639446514,0.45845319451741035,0.2939277489017945
1,12,0.9428840755352476,0.45738148463019607,0.2780809038946133
1,13,0.9759857884076939,0.5625228989601767,0.25340400700010485
1,14,0.9074628610576031,0.6238820500580605,0.2616834573493215
1,15,0.6487692289016207,0.46986346071196494,0.27180967284474594
1,16,0.3712349735847971,0.6061344702265569,0.2288176483854765
1,17,0.17851315654610256,0.5945390332875002,0.3004745601864983
1,18,0.0,0.5714376908813319,0.2887483875998881
1,19,0.0,0.6899261576370952,0.2784855586013885
1,20,0.0,0.5583278218913396,0.30200022763354406
1,21,0.0,0.6314269279810056,0.20388124962020648
1,22,0.0,0.5241012169628686,0.20483460619868055
1,23,0.0,0.5505205660940783,0.19495765507895696
1,24,0.0,0.5567248706457233,0.18526963534004803
2,1,0.0,0.3354020949527044,0.22809560094074205
2,2,0.0,0.3278330569172366,0.1888236282797792
2,3,0.0,0.35910617476270174,0.14962988902742974
2,4,0.0,0.2974327043036608,0.09475481491467433
2,5,0.0,0.25186052595772157,0.09170581076806952
2,6,0.011432849790341842,0.3352052435469516,0.08799047945498803
2,7,0.09606667873422312,0.32047122664808486,0.12061553521180031
2,8,0.30125533796919307,0.3610474926560426,0.20842281735658702
2,9,0.5316512343486712,0.34108279449797585,0.37338270684943603
2,10,0.6885085168955069,0.28606247769667376,0.4370047921969148
2,11,0.6721230419741788,0.3005512686315611,0.6563356897010546
2,12,0.7441747154305164,0.34848334042291507,0.6627871478557937
2,13,0.73526173435667,0.3724990917156993,0.6369342895677154
2,14,0.6315342875534032,0.35427680269735834,0.7371603627167441
2,15,0.4562963877674505,0.4996731543970006,0.665862408721391
2,16,0.32218891543259937,0.5637322344666548,0.527442839065334
2,17,0.13317187038667347,0.5412523676198818,0.6191395409112948
2,18,0.003738979817082642,0.7460787223287121,0.6827816485992673
2,19,0.0,0.7388093248692034,0.518859689494751
2,20,0.0,0.8072827992800915,0.5727202516985829
2,21,0.0,0.7962908235619046,0.6263617813257341
2,22,0.0,0.647251749732819,0.3866021280842849
2,23,0.0,0.6201678814165743,0.2871470543005564
2,24,0.0,0.5785948653369767,0.2239758644671297
3,1,0.0,0.4784805757457061,0.22349428866523235
3,2,0.0,0.4137811821284952,0.1940480119813941
3,3,0.0,0.38459831702624203,0.1212828229098015
3,4,0.0,0.31111970754740365,0.07286312972002926
3,5,0.0,0.2757239140816057,0.052199410432895346
3,6,0.009585468138176234,0.20134326089804305,0.07344976852389187
3,7,0.11475252282842048,0.3071588004796162,0.10275290261410984
3,8,0.3359083210881135,0.31934337919235817,0.2028369991268059
3,9,0.48458634491454033,0.2580845707434994,0.3007431770630094
3,10,0.6702666484825778,0.28033903257525195,0.3611676917446168
3,11,0.6197041378406832,0.33411501692240536,0.46748711967484513
3,12,0.7481668881469914,0.3223445436138497,0.5714882562549426
3,13,0.6826684946371199,0.4756060023245855,0.4863582576431382
3,14,0.7432027031817258,0.45573176426080575,0.6655161703143299
3,15,0.49719240343081206,0.4557330191360114,0.7225110257353231
3,16,0.3090469678270088,0.6077866223543096,0.6989749196791738
3,17,0.12376092272773481,0.6221643913611082,0.705755318714421
3,18,0.004233704478008163,0.6385816181030637,0.5548475444644715
3,19,0.0,0.6700018739360419,0.45193093347706176
3,20,0.0,0.5995726108183465,0.5343935833258856
3,21,0.0,0.5757193997334452,0.42862144292710436
3,22,0.0,0.6911439637709638,0.3437613545026456
3,23,0.0,0.5508590532656894,0.3401166065481262
3,24,0.0,0.5707804987206341,0.2707638327734618
4,1,0.0,0.5967790083153715,0.3722977991859542
4,2,0.0,0.5326612857752261,0.3092656225738451
4,3,0.0,0.5510897298764756,0.27353572234442386
4,4,0.0,0.48522852419409584,0.240906377780254
4,5,0.0,0.5100477120324067,0.251215302058574
4,6,0.012229813673248451,0.4254305619848109,0.1754751814140606
4,7,0.2985793282163358,0.5938262795931772,0.1331328053493191
4,8,0.5974302759274955,0.6787323119383631,0.13479676934367324
4,9,0.9236569463268296,0.588756575705151,0.20777233985232563
4,10,0.9411207516434643,0.5014783983705279,0.24563291251817945
4,11,0.9640350984130762,0.4257925642286942,0.32277475266483124
4,12,1.0,0.36826749957260213,0.3629113560872445
4,13,0.8821613857533306,0.3671999282866401,0.3320959062527528
4,14,0.7987699737135509,0.4061867797287157,0.37125858025272845
4,15,0.6222878523530768,0.4463227332975987,0.30139185481383124
4,16,0.5131146302142033,0.5829203331008179,0.39730125988147
4,17,0.23426421390617605,0.6168368795964996,0.40947568240149773
4,18,0.0012883720142553145,0.6847496314352961,0.4027586445206676
4,19,0.0,0.7091242268134406,0.4131964952090506
4,20,0.0,0.7675049612093295,0.34629751527698893
4,21,0.0,0.5687774123746506,0.43287590165403167
4,22,0.0,0.5729342020593415,0.35501572904156875
4,23,0.0,0.6450839036814966,0.3554555753044876
4,24,0.0,0.5268898066855046,0.3256316816224123
5,1,0.0,0.41825674311052397,0.3587125178086233
5,2,0.0,0.4464468768360742,0.3353302318419843
5,3,0.0,0.4258715232930824,0.3855086702117669
5,4,0.0,0.45457687610940467,0.29733077031860294
5,5,0.0,0.49038178008412947,0.231764296169788
5,6,0.005372830935459025,0.40773810630106494,0.17959393840184862
5,7,0.10676934089900039,0.502401574470522,0.24673454960008429
5,8,0.2839186259668496,0.5217829039929819,0.2657674982201719
5,9,0.39463261321785276,0.5729772570840812,0.36007519103168334
5,10,0.48970942667885053,0.47919941994282844,0.5970975800668253
5,11,0.7001887259387395,0.36892357727917036,0.6739960110211667
5,12,0.8881304900726867,0.3289467641682431,0.5785988233611019
5,13,0.7603195079345979,0.35559441996243785,0.6117654132841291
5,14,0.6417128574371768,0.4251600855634356,0.6677986983758438
5,15,0.43045580788948296,0.4278030062338368,0.6670675050451718
5,16,0.22047131420819488,0.40576013716517334,0.5905822827775982
5,17,0.08892351435211604,0.4830032667670404,0.5731606008402936
5,18,0.005201746817397406,0.5550470101528487,0.48324616261821945
5,19,0.0,0.5892267926809424,0.48743201065186575
5,20,0.0,0.548762445939971,0.39131394353215554
5,21,0.0,0.41181405570603147,0.4783866366663656
5,22,0.0,0.514056330220724,0.4977074623432568
5,23,0.0,0.4652497822628762,0.410778704075978
5,24,0.0,0.3174961927538265,0.3954474602460319
6,1,0.0,0.028196380548640498,0.14217773360838107
6,2,0.0,0.03806436853779929,0.18274878970193553
6,3,0.0,0.03649377782861364,0.3445221010332148
6,4,0.0,0.026705401494497495,0.3107934056352515
6,5,0.0,0.0246487759319977,0.14519019690354146
6,6,0.0,0.027253700452696625,0.10823246948708055
6,7,0.0,0.014118442854891855,0.3160333775216172
6,8,0.0,0.019348698074283258,0.11748750225485925
6,9,0.0,0.01745551386128493,0.09921738090415984
6,10,0.0,0.014543323491916341,0.3580714427313835
6,11,0.0,0.012791025850076741,0.1174009272146512
6,12,0.0,0.012126240012838076,0.09134052618490522
6,13,0.0,0.005181110316352063,0.33965653678007
6,14,0.0,0.005915255328594001,0.08291331194438792
6,15,0.0,0.005739018126126727,0.08122820567408383
6,16,0.006530838883695578,0.0010932666251131618,0.12993047980690092
6,17,0.006950930180028183,0.0009470289228562302,0.077994254762723
6,18,0.007500392429324769,0.0008995892042581368,0.35973448709476946
6,19,0.12010559004618268,0.0,0.30698820924574677
6,20,0.13327408643345615,0.0,0.18266072696628155
6,21,0.135229267569818,0.0,0.09863724508070097
6,22,0.31209208189755633,0.0,0.36750410880453976
6,23,0.3291062547306754,0.0,0.22288203489465744
6,24,0.35709837913434467,0.0,0.16658482141879097
7,1,0.0,0.45609100901194904,0.3650964216354927
7,2,0.0,0.49809753487179625,0.27590361521616574
7,3,0.0,0.3996378905120522,0.23955463833023982
7,4,0.0,0.39267166751567717,0.2612588959388133
7,5,0.0,0.4410210298041401,0.24340238573151973
7,6,0.002336497091573133,0.44414431911453034,0.20516186427326982
7,7,0.14847715765801092,0.43781132893349206,0.25352680554645723
7,8,0.4668729002771549,0.6656482150414156,0.31024690697545915
7,9,0.571597555506917,0.7098793683073746,0.32927075158500785
7,10,0.7737965593485693,0.8459277748164007,0.451529091546195
7,11,0.6721590296109049,0.8330471081124167,0.4463610364924281
7,12,0.998900552671541,0.7727578809590049,0.459911556382891
7,13,0.6995949340678407,0.6434276053523345,0.4262600729942682
7,14,0.5812649071362698,0.6860506911016582,0.4885670678652142
7,15,0.5249623670482917,0.7641652263522054,0.47718136563642605
7,16,0.31436825609445446,0.701948942729398,0.5844041064903011
7,17,0.12724378593277952,0.6758453709752896,0.4917357972100229
7,18,0.0,0.9284507872862791,0.5460038534144377
7,19,0.0,0.7036887157366662,0.5284473068316144
7,20,0.0,0.6966211504421986,0.407034239783768
7,21,0.0,0.6655569056954616,0.4465229326435358
7,22,0.0,0.6906991061402387,0.4163278598161696
7,23,0.0,0.5405713960962676,0.45900121878243727
7,24,0.0,0.6002829521767635,0.32954545626372705
8,1,0.0,0.043059106652723216,0.06886037851013965
8,2,0.0,0.03227671774998105,0.038858683040234474
8,3,0.0,0.03541442682598007,0.028225788667472898
8,4,0.0,0.0435387529691543,0.025808182149992264
8,5,0.0,0.044482162932015644,0.019159123124822614
8,6,0.009059370226061047,0.04048890085076915,0.028148980630753034
8,7,0.1362782356007122,0.03027921563585981,0.0753763716976277
8,8,0.35561008830030777,0.06609195867574172,0.1588670878965125
8,9,0.47890418542729957,0.11813350351124888,0.24747005946802936
8,10,0.7399890255479946,0.2093412900035695,0.29210120154183117
8,11,0.6912292912553307,0.2992889120639923,0.3730337851465475
8,12,0.8079255834697384,0.383944088357297,0.3618684863131342
8,13,0.7712234392140969,0.40231814066482147,0.4447523056169006
8,14,0.7585482244074735,0.4481881407336611,0.4205006593157406
8,15,0.5471840681216633,0.4558545632746974,0.39416948551963843
8,16,0.30905415421997784,0.49465369008989046,0.46905404857534616
8,17,0.13269053413787912,0.3300830432776826,0.4456005022771823
8,18,0.0028861553576602183,0.37044085145036104,0.42109331443378767
8,19,0.0,0.2658796796994345,0.31408327359872135
8,20,0.0,0.27949911996625687,0.2909860740489574
8,21,0.0,0.29864409557783655,0.22423037496381362
8,22,0.0,0.30192223956530445,0.24973497906334263
8,23,0.0,0.238007259155978,0.1640140410029537
8,24,0.0,0.18800502016505385,0.1434631647330987
9,1,0.0,0.5830556643959103,0.1399086117240882
9,2,0.0,0.5738190825257767,0.12772777323865908
9,3,0.0,0.6073941136257034,0.13510582770094767
9,4,0.0,0.6522881396377894,0.07643392117523201
9,5,0.0,0.594148850838013,0.09181783543103504
9,6,0.00287468023325385,0.49615306164880524,0.08967648584611737
9,7,0.1512284770041874,0.6477333183597591,0.1085230242286455
9,8,0.4095185479207719,0.5496859891275623,0.15335578623958088
9,9,0.7411177592739808,0.7957129578925802,0.18878594089318496
9,10,0.9423138281384169,0.7369831591928352,0.21445945985495032
9,11,0.9365980692927975,0.6948032627022036,0.2627119430075842
9,12,1.0,0.6678030124530678,0.23890949539697315
9,13,0.9614027024106038,0.6069973665399376,0.2311582537330838
9,14,0.7171367981964227,0.7009991190132296,0.227115729923586
9,15,0.596347375140675,0.7743134490522718,0.2451394660858164
9,16,0.4492077626058855,0.7704836348589555,0.3409511250659835
9,17,0.1996838509279401,0.6414728487731587,0.27802923469663715
9,18,0.0,0.6487921428522112,0.3210391077158246
9,19,0.0,0.5823190798133826,0.34254462177190614
9,20,0.0,0.6868507489364065,0.31381496444390256
9,21,0.0,0.6421046442079891,0.30175600324636576
9,22,0.0,0.5500053511196873,0.30827512545344415
9,23,0.0,0.5499038153978669,0.27399919434209025
9,24,0.0,0.5801297537344423,0.28511589564233575
10,1,0.0,0.49629213287195206,0.1615135213219602
10,2,0.0,0.3751551608179867,0.09399425126203093
10,3,0.0,0.4420436030071153,0.04437224721284292
